System,space_group,space_group_index,magnetic,energy_P4mm,energy_cubic,d_E_cubic_p4mm,energy_fix_P4mmm,d_E_cubic_p4mmm,d_E_p4mm_P4mmm,gap,volume,density,a,b,c,polarization,d33,d31,d33_d31,c_a_ratio,amplitude,c33,c33_c11,eps11,eps33,P_A,P_B,P_O,BEC_1zz,BEC_2zz,BEC_3zz,BEC_4zz,BEC_5zz,c11,c44,c66,c12,c13,s11,s33,s33_s11_,s44,s66,s12,s13,d15,e33,e31,e15,e33_e31,ele_1,ele_2,ele_3,ele_1_Num,ele_1_Mas,ele_1_Rad,ele_1_Rion,ele_1_IE,ele_1_EA,ele_1_Vac,ele_1_NVE,ele_1_DP,ele_1_Rc,ele_1_BD,ele_1_XAR,ele_1_ENp,ele_1_ENg,ele_2_Num,ele_2_Mas,ele_2_Rad,ele_2_Rion,ele_2_IE,ele_2_EA,ele_2_Vac,ele_2_NVE,ele_2_DP,ele_2_Rc,ele_2_BD,ele_2_XAR,ele_2_ENp,ele_2_ENg,t,E_max,dir_E_max,E_min,dir_E_min,E_mae,d33_max,dir_d33_max,d33_min,dir_d33_min,d33_mae,,,,,,,,,,,,,,,,,,,,
TmAlO3,P 4 m m,99,no,-41.07732576,-40.99018416,-0.0871416,-40.89426746,0.0959167,0.1830583,4.06,50.37191736,4.842,3.636378849,3.636378849,3.809344377,61.12632214,58.30930668,-8.473477081,-6.881390735,1.047565321,0.760720107,111.23922,0.293557407,61.840313,16.490867,-3.236416881,24.42734701,-82.31725227,3.49915,2.9053,2.01306,2.01306,2.37832,378.93515,52.96409,143.74048,96.93645,88.7724,3.269233924,12.80101959,3.915602214,18.8807171,6.956982473,-0.276881714,-2.38799128,115.6535783,4.98186,1.14397,6.12549,4.354886929,Tm,Al,O,69,168.934,175,102,6.18,99,3,15,144,1.9,9.321,1.11,1.25,0.2167244,13,26.982,125,67.5,15.986,42,3,3,57.8,1.21,2.7,1.47,1.61,0.150078,0.833180083,308.895,(0.70 -0.71 0.02),78.119,(0.00 0.00 1.00),3.954,61.092,(-0.00 0.51 0.86),1.7,(1.00 0.00 0.02),35.936,,,,,,,,,,,,,,,,,,,,
CaTiO3,P 4 m m,99,no,-42.03029551,-41.96793208,-0.06236343,-41.88803849,0.07989359,0.14225702,2.155,58.15488612,2.338,3.812437484,3.812437484,4.001112364,65.31265848,81.21363105,-15.84698598,-5.124862934,1.049489305,0.812357339,101.93858,0.341325909,64.13843,22.85781,-1.558729091,29.26282326,-93.01675264,2.51509,5.32536,1.69661,1.69661,4.44723,298.65468,54.43836,98.81207,97.12154,87.70129,4.522870424,15.85525449,3.505573453,18.36939981,10.12022114,-0.439092656,-3.513415415,72.84000713,5.4992,0.85068,3.9653,6.464475478,Ca,Ti,O,20,40.078,180,114,6.113,2,2,2,160.8,1.76,1.54,1.04,1,0.1154119,22,47.867,140,74.5,6.82,8,4,4,100,1.6,4.506,1.32,1.54,0.1233637,0.846412107,221.07,(1.00 0.00 0.02),63.071,(0.00 0.00 1.00),3.505,81.214,(0.00 0.00 1.00),0.904,(1.00 0.00 0.02),89.838,,,,,,,,,,,,,,,,,,,,
YbSnO3,P 4 m m,99,no,-33.3092043,-33.01623746,-0.29296684,-32.9151149,0.10112256,0.3940894,1.652,64.88839272,5.236,3.952790659,3.952790659,4.152975678,57.23322987,27.77447931,-9.192909764,-3.021293586,1.050643972,0.951771143,163.23825,0.612806594,47.042209,11.795027,-9.067343472,26.0317071,-74.1975935,2.13829,4.30987,1.65511,1.65511,3.13794,266.37809,7.76103,70.53472,65.1841,102.93843,4.963653494,10.06839396,2.028424017,128.848877,14.17741504,-0.0066739,-3.125883161,572.1779905,2.64125,-0.18896,4.43918,-13.97782599,Yb,Sn,O,70,173.04,175,100.8,6.254,-2,3,16,139,1.87,6.9,1.06,1.25,0.22119,50,118.71,145,83,7.344,107,4,4,53,1.39,7.287,1.72,1.96,0.178052,0.767329273,200.32,(1.00 0.00 0.02),28.807,(-0.49 -0.48 0.72),6.954,222.107,(0.81 0.00 0.58),8.927,(-0.01 1.00 0.02),24.88,,,,,,,,,,,,,,,,,,,,
LuCrO3,P 4 m m,99,AFM,-87.50681223,-86.69602848,-0.81078375,-86.40662848,0.2894,1.10018375,0.612,54.89388477,5.009,3.737392107,5.285472647,3.929944982,67.42091507,11.4799472,2.271399614,5.054129237,1.051520651,0.884331228,237.02079,0.838518063,16.4806,15.308483,-17.20997924,35.21020556,-85.42114139,3.18223,3.18223,3.72777,3.72777,1.49813,282.66629,17.2513,176.75864,169.87916,46.15532,5.583688483,4.393557645,0.786855796,57.96664599,5.657432078,-3.282558382,-0.44810105,100.8700988,2.93066,1.55777,1.73929,1.881317524,Lu,Cr,O,71,174.967,175,100.1,5.426,33,3,17,137,1.87,9.84,1.14,1.27,0.22565,24,51.996,140,75.5,6.766,65,2.5,6,83,1.39,7.15,1.56,1.66,0.1313053,0.793433465,387.87,(0.70 0.71 0.02),59.611,(0.71 0.00 0.70),6.507,-42.104,(0.80 0.00 -0.61),1.635,(-0.01 1.00 0.02),-25.752,,,,,,,,,,,,,,,,,,,,
RbNbO3,P 4 m m,99,no,-40.26990533,-40.20897981,-0.06092552,-40.06185039,0.14712942,0.20805494,1.513,67.29863584,3.364,3.99266421,3.99266421,4.221635056,38.45779392,78.62374446,-12.51583544,-6.28194137,1.057347885,0.754340021,64.80001,0.187170077,9.853028,11.072589,8.243317588,23.65959403,-70.36070554,1.29034,5.85587,1.36315,1.36315,4.41991,346.20924,86.12344,101.07654,92.5737,69.37529,3.694070244,23.33048723,6.315658796,11.6112408,9.893492595,-0.248594889,-3.688747146,3.432747627,3.35824,-0.03719,0.29564,-90.29954289,Rb,Nb,O,37,85.468,235,166,4.177,47,1,1,319.8,2.2,1.53,0.89,0.82,0.104686,41,92.906,145,78,6.88,89,5,5,98,1.64,8.57,1.23,1.6,0.1280782,1.012133236,278.94,(0.96 0.00 -0.27),42.862,(0.00 0.00 1.00),6.508,78.624,(0.00 0.00 1.00),0.098,(-0.01 0.94 0.33),802.286,,,,,,,,,,,,,,,,,,,,
ScCrO3,P 4 m m,99,AFM,-88.97302977,-87.56685497,-1.4061748,-87.13562643,0.43122854,1.83740334,0.32,54.50435426,2.659,3.720760642,5.261949295,3.937021669,75.89623396,7.867650697,1.910191041,4.118776879,1.0581228,0.991760084,251.54193,0.937873637,21.047243,15.993159,-26.79791063,38.22544414,-87.32376748,2.79584,2.79584,3.71539,3.71539,1.27042,268.2045,20.30319,178.38324,169.13479,64.28824,6.283114771,4.298461448,0.684129067,49.25334393,5.60590782,-3.81079491,-0.631867645,67.91651823,2.22465,1.3412,1.37838,1.658701163,Sc,Cr,O,21,44.956,160,88.5,6.54,18,3,3,97,1.7,2.99,1.2,1.36,0.1193833,24,51.996,140,75.5,6.766,65,2.5,6,83,1.39,7.15,1.56,1.66,0.1313053,0.752726574,377.556,(0.70 0.71 0.02),68.178,(0.73 0.00 -0.68),5.538,-28.526,(0.80 0.00 -0.61),1.107,(-0.01 1.00 0.02),-25.769,,,,,,,,,,,,,,,,,,,,
EuZrO3,P 4 m m,99,no,-44.38966978,-44.13856826,-0.25110152,-43.99960436,0.1389639,0.39006542,3.361,68.78826305,4.233,4.019271525,4.019271525,4.258137202,62.72235403,29.00659728,-8.992873309,-3.225509388,1.059430092,0.942534361,170.73319,0.669994838,50.962099,14.180142,-6.415947378,25.67421189,-81.98061854,2.32254,5.2817,1.70369,1.70369,4.19686,254.82762,35.35992,73.48801,70.51627,98.24718,5.068262375,8.976989094,1.771216332,28.28060697,13.60766198,-0.357339466,-2.710866534,102.8639415,3.18534,-0.07596,3.63727,-41.93443918,Eu,Zr,O,63,6151.964,185,108.7,5.67,83,3,9,184,1.98,5.24,1.01,1.18,0.189935,40,91.224,155,86,6.84,41,4,4,112,1.75,6.52,1.22,1.33,0.1248887,0.782820573,197.182,(1.00 0.00 0.02),102.917,(0.38 -0.38 0.84),1.916,43.459,(-0.01 0.71 0.70),1.489,(1.00 0.00 0.02),29.187,,,,,,,,,,,,,,,,,,,,
YbTiO3,P 4 m m,99,no,-42.67944163,-42.52751925,-0.15192238,-42.34144627,0.18607298,0.33799536,2.293,56.55005002,4.755,3.74857155,3.74857155,4.024402257,79.01362333,75.11159333,-16.77943568,-4.476407595,1.073582884,0.873219192,103.90972,0.341462301,38.914912,16.22754,-6.538061874,25.51380493,-97.98936639,2.48597,5.10282,1.68997,1.68997,4.20884,304.30803,51.98612,103.96967,95.0731,96.75071,4.670562995,17.53349484,3.754043112,19.23590374,9.618189612,-0.108753728,-4.247516839,56.85861203,4.55798,0.56571,2.95587,8.057096392,Yb,Ti,O,70,173.04,175,100.8,6.254,-2,3,16,139,1.87,6.9,1.06,1.25,0.22119,22,47.867,140,74.5,6.82,8,4,4,100,1.6,4.506,1.32,1.54,0.1233637,0.799859441,214.091,(1.00 0.00 0.02),57.034,(0.00 0.00 1.00),3.754,75.112,(0.00 0.00 1.00),0.636,(1.00 0.00 0.02),118.101,,,,,,,,,,,,,,,,,,,,
CdTiO3,P 4 m m,99,no,-35.92800843,-35.78969003,-0.1383184,-35.63690537,0.15278466,0.29110306,0.337,59.19292104,3.519,3.804046957,3.804046957,4.090515415,81.2743194,106.1416728,-19.8738256,-5.340777106,1.075306236,0.891258087,70.61395,0.297798975,50.418946,20.081497,-8.064430526,26.38677195,-99.59666082,2.6491,5.09067,1.68047,1.68047,4.37883,237.11952,42.90164,71.91694,70.96376,76.83027,6.55795085,30.96564415,4.721847549,23.30913224,13.90492977,0.539501655,-7.722258736,59.92929887,4.44126,2.0321,2.57107,2.185551892,Cd,Ti,O,48,112.411,155,109,8.993,-70,2,12,46,1.44,8.69,1.46,1.69,0.1504066,22,47.867,140,74.5,6.82,8,4,4,100,1.6,4.506,1.32,1.54,0.1233637,0.828778522,158.09,(0.95 0.00 -0.30),32.294,(0.00 0.00 1.00),4.895,106.142,(0.00 0.00 1.00),0.636,(1.00 0.00 0.02),166.89,,,,,,,,,,,,,,,,,,,,
CaCeO3,P 4 m m,99,no,-39.47051224,-38.68255276,-0.78795948,-38.54420465,0.13834811,0.92630759,1.976,83.28965983,2.74,4.257277189,4.257277189,4.595441403,75.01798377,49.50753596,-19.7369388,-2.508369533,1.079432041,1.253174445,112.96393,0.771115691,16.414958,19.281691,-15.78023624,25.11715959,-84.35490712,2.0279,6.00352,1.54818,1.54818,4.93507,146.49414,25.00502,43.74023,32.35552,75.03534,10.69644309,19.99894224,1.869681545,39.99196961,22.86224832,1.935166671,-8.3904405,22.26711095,2.63063,0.18487,0.55679,14.22962081,Ca,Ce,O,20,40.078,180,114,6.113,2,2,2,160.8,1.76,1.54,1.04,1,0.1154119,58,140.116,185,115,5.47,65,3,4,205,2.04,6.77,1.08,1.12,0.16761,0.704172728,93.485,(1.00 0.00 0.02),50.003,(0.00 0.00 1.00),1.87,49.508,(0.00 0.00 1.00),0.04,(1.00 0.00 0.02),1237.7,,,,,,,,,,,,,,,,,,,,
PbTiO3,P 4 m m,99,no,-39.82343605,-39.74466981,-0.07876624,-39.57758488,0.16708493,0.24585117,1.648,62.88181609,4.82,3.876021192,3.876021192,4.185552467,85.27147272,209.0495787,-40.2994922,-5.187399823,1.079857993,0.853506975,52.67657,0.209720293,106.818245,25.796755,-0.227927524,20.5767586,-105.6203038,3.45218,5.21562,2.12963,2.12963,4.40854,251.17536,56.80874,100.57654,105.99468,76.36988,7.127776324,49.95542048,7.008556134,17.60292518,9.942676493,0.239807484,-10.68143752,81.67675721,4.85668,1.57132,4.63997,3.090828094,Pb,Ti,O,82,207.2,180,133,7.416,34,2,4,47,1.46,11.3,1.55,2.33,0.177911,22,47.867,140,74.5,6.82,8,4,4,100,1.6,4.506,1.32,1.54,0.1233637,0.913419732,196.444,(0.66 0.66 -0.36),20.018,(0.00 0.00 1.00),9.813,209.05,(0.00 0.00 1.00),0.657,(1.00 0.00 0.02),318.189,,,,,,,,,,,,,,,,,,,,
TmFeO3,P m m 2,99,AFM,-81.78248179,-81.22327056,-0.55921123,-79.22018962,2.00308094,2.56229217,0.225,56.11302105,4.861,3.630130266,5.133511366,4.258355466,103.0965027,172.6915592,-33.21262297,-5.199576058,1.173058583,1.000849337,51.21618,0.233074129,33.184458,18.420385,-17.39008879,17.2674377,-102.9738516,3.44864,3.44864,3.5714,3.5714,1.83632,219.74202,36.73089,117.09182,89.28294,71.36968,8.37648382,54.40419424,6.49487248,27.22504138,8.540306231,0.714008251,-12.67224725,32.0126896,4.15685,2.14122,1.02242,1.941346522,Tm,Fe,O,69,168.934,175,102,6.18,99,3,15,144,1.9,9.321,1.11,1.25,0.2167244,26,55.845,140,78.5,7.87,15,2.5,8,62,1.32,7.87,1.64,1.83,0.1392532,0.788363551,160.067,(-0.64 0.71 0.30),18.381,(0.00 0.00 1.00),8.708,172.692,(0.00 0.00 1.00),0.01,(-0.51 -0.85 -0.14),17269.2,,,,,,,,,,,,,,,,,,,,
SnTiO3,P 4 m m,99,no,-39.94245487,-39.567239,-0.37521587,-38.94727436,0.61996464,0.99518051,0.878,64.5838922,3.322,3.795275338,3.795275338,4.483711265,130.1501544,83.00777146,-13.39750521,-6.195763329,1.181392881,1.092133473,52.73334,0.268725005,91.820518,16.342639,-16.35624197,10.81391303,-124.6078254,3.09728,5.15455,2.02958,2.02958,4.19267,196.23533,28.85339,97.35463,87.75678,58.50929,7.852666746,34.93490903,4.44879557,34.6579726,10.27172514,-1.365745558,-7.197441941,163.5215265,2.80952,1.05194,4.71817,2.670798715,Sn,Ti,O,50,118.71,145,83,7.344,107,4,4,53,1.39,7.287,1.72,1.96,0.178052,22,47.867,140,74.5,6.82,8,4,4,100,1.6,4.506,1.32,1.54,0.1233637,0.737083877,172.008,(0.70 0.71 0.02),28.625,(0.00 0.00 1.00),6.009,86.414,(-0.00 0.51 0.86),2.382,(1.00 0.00 0.02),36.278,,,,,,,,,,,,,,,,,,,,
PbVO3,P 4 m m,99,AFM,-72.14658542,-71.57100348,-0.57558194,-69.84074762,1.73025586,2.3058378,1.627,66.57255444,4.599,3.810411075,5.38873502,4.585129012,128.6653956,120.9364812,-17.06559161,-7.08656834,1.203316105,1.116821228,33.25249,0.143910121,22.071419,13.461414,-15.78300433,7.265009908,-120.1474012,3.27278,3.27278,4.50442,4.50442,1.9483,231.06429,53.18079,43.33366,48.29486,50.69057,6.741702869,67.31027465,9.984165122,18.80378234,23.07674911,1.270328362,-12.21365468,15.28210079,2.29131,1.36291,0.81272,1.681189514,Pb,V,O,82,207.2,180,133,7.416,34,2,4,47,1.46,11.3,1.55,2.33,0.177911,23,50.942,135,72,6.74,51,4.5,5,87,1.53,6,1.45,1.63,0.1273344,0.92495281,178.552,(0.93 0.00 0.36),14.857,(0.00 0.00 1.00),12.018,120.936,(0.00 0.00 1.00),-0.028,(1.00 0.00 0.02),-4319.143,,,,,,,,,,,,,,,,,,,,
LaScO3,P 4 m m,99,no,-44.92777301,-44.57854475,-0.34922826,-43.25785589,1.32068886,1.66991712,3.83,71.49743014,3.243,3.877106663,3.877106663,4.756362364,108.119936,149.1324589,-39.16985975,-3.807326853,1.226781406,1.179590609,58.29955,0.262376019,73.896738,11.076107,-18.25271522,8.654068642,-98.52128938,3.3201,3.6649,1.92144,1.92144,3.14213,222.19847,0.97932,72.35497,67.99368,81.04363,10.950083,76.73119531,7.007361982,1021.116693,13.82075067,4.465200139,-21.42916203,6072.191995,2.34542,0.71945,5.94838,3.260018069,La,Sc,O,57,138.906,195,117.2,5.577,45,3,3,215,2.07,6.15,1.08,1.1,0.163142,21,44.956,160,88.5,6.54,18,3,3,97,1.7,2.99,1.2,1.36,0.1193833,0.801717339,89.36,(1.00 0.00 0.02),3.737,(0.39 0.57 0.72),23.912,2351.841,(-0.01 0.81 0.58),95.696,(1.00 0.00 0.02),24.576,,,,,,,,,,,,,,,,,,,,
SbAlO3,P 4 m m,99,no,-34.836538,-34.07365068,-0.76288732,-33.07446931,0.99918137,1.76206869,0.982,56.58537083,3.477,3.572710472,3.572710472,4.43311013,118.3968525,19.29078496,-3.103332613,-6.216151269,1.240825464,1.088507975,115.89633,0.406526012,11.100858,9.960182,-17.17881494,8.309716823,-109.5277544,2.81289,3.52521,2.09474,2.09474,2.14862,285.08958,88.55489,146.96768,144.38355,84.57862,5.187356846,12.10899755,2.334329006,11.29243117,6.80421709,-1.919659107,-2.384694712,-1.927956556,1.71078,0.29879,-0.17073,5.725693631,Sb,Al,O,51,121.76,145,90,8.641,101,5,5,43,1.39,6.68,1.82,2.05,0.1918774,13,26.982,125,67.5,15.986,42,3,3,57.8,1.21,2.7,1.47,1.61,0.150078,0.7893285,299.9,(0.70 0.71 0.08),82.583,(0.00 0.00 1.00),3.631,19.291,(0.00 0.00 1.00),-0.08,(1.00 0.00 0.02),-241.138,,,,,,,,,,,,,,,,,,,,
BiCoO3,P 4 m m,99,AFM,-66.04836881,-65.18396106,-0.86440775,-62.71269843,2.47126263,3.33567038,1.658,62.47728678,5.056,3.663255076,5.180625011,4.655730585,160.4748778,26.69606627,8.747039386,3.052011668,1.270927219,1.176505864,85.79105,0.429409329,85.669594,24.124487,-27.83227111,5.148714297,-137.791321,4.35365,4.35365,3.8857,3.88552,2.37064,199.78851,22.76703,52.67345,36.26632,33.81581,5.445499759,13.14016474,2.41303192,43.92316433,18.98489657,-0.669878221,-1.882381793,170.1563759,2.88186,2.96753,3.87394,0.971130873,Bi,Co,O,83,208.98,160,117,7.289,91,3,5,48,1.48,9.79,1.67,2.02,0.182377,27,58.933,135,75,7.86,64,2.5,9,55,1.26,8.86,1.7,1.88,0.1432363,0.854860437,183.39,(1.00 0.00 0.02),64.261,(0.42 0.42 0.81),2.854,74.649,(0.78 0.00 0.63),2.838,(-0.01 1.00 0.02),26.303,,,,,,,,,,,,,,,,,,,,
SmGaO3,P 4 m m,99,no,-37.29829124,-37.06713163,-0.23115961,-35.66678361,1.40034802,1.63150763,3.092,62.10940349,4.316,3.650661216,3.650661216,4.660304504,113.8153666,23.89397107,-2.806433003,-8.514000171,1.276564498,1.135957203,106.97097,0.433521673,22.772578,9.421037,-16.81453085,5.667635881,-102.6684716,3.21756,3.08732,1.92332,1.92332,2.45824,246.74884,43.55097,94.71645,131.25879,70.9515,6.090644683,12.44772319,2.043744766,22.96160108,10.55782813,-2.568109902,-2.33642012,45.33181603,2.15772,0.63446,1.97425,3.400876336,Sm,Ga,O,62,150.36,185,109.8,5.63,16,3,8,192,1.98,7.52,1.07,1.17,0.185468,31,69.723,130,76,5.999,41,3,3,50,1.22,5.91,1.82,1.81,0.1723773,0.825424649,227.107,(0.70 0.71 0.02),80.336,(0.00 0.00 1.00),2.827,24.728,(-0.00 0.49 0.87),0.675,(1.00 0.00 0.02),36.634,,,,,,,,,,,,,,,,,,,,
ZnSnO3,P 4 m m,99,no,-27.32975165,-25.81493486,-1.51481679,-24.57642236,1.2385125,2.75332929,0.429,68.20220876,3.403,3.750573233,3.750573233,4.848452441,125.0539556,17.76690237,-2.123308247,-8.367556806,1.292723043,1.517557152,90.46095,0.558144799,11.183951,9.253332,-27.02713676,6.886102654,-104.9129215,1.95753,3.90674,1.69308,1.69308,2.47812,162.07434,13.16406,74.17046,79.35529,61.31961,9.203161504,16.85988825,1.831967009,75.96440612,13.48245649,-2.885952188,-4.282166079,17.53181197,1.34681,0.57683,0.23079,2.334847355,Zn,Sn,O,30,65.39,135,88,9.394,-60,2,12,38.67,1.22,7.134,1.66,1.65,0.1551518,50,118.71,145,83,7.344,107,4,4,53,1.39,7.287,1.72,1.96,0.178052,0.724023211,152.834,(0.70 0.71 0.02),42.16,(0.64 0.00 -0.77),3.625,17.767,(0.00 0.00 1.00),0.244,(1.00 0.00 0.02),72.816,,,,,,,,,,,,,,,,,,,,
BiFeO3,P 4 m m,99,AFM,-70.23099307,-69.06703431,-1.16395876,-66.78965385,2.27738046,3.44133922,0.386,64.5251276,4.848,3.68004009,5.204362518,4.764570743,144.1687798,13.00444547,2.730864909,4.762024452,1.294706206,1.212539714,117.34323,0.519849242,20.766871,16.981429,-23.43971176,5.181850762,-125.9109188,3.6381,3.6381,3.9739,3.9739,2.1411,225.7255,39.98019,51.34668,60.03458,62.17011,5.291604868,11.07521427,2.092978321,25.01238738,19.47545586,-0.743728963,-2.409529253,20.71874024,1.86554,1.58886,0.82834,1.174137432,Bi,Fe,O,83,208.98,160,117,7.289,91,3,5,48,1.48,9.79,1.67,2.02,0.182377,26,55.845,140,78.5,7.87,15,2.5,8,62,1.32,7.87,1.64,1.83,0.1392532,0.840229574,188.892,(1.00 0.00 0.02),90.292,(0.00 0.00 1.00),2.092,13.522,(-0.00 0.51 0.86),0.372,(1.00 0.00 0.02),36.349,,,,,,,,,,,,,,,,,,,,
BiScO3,P 4 m m,99,no,-38.1844399,-37.02522829,-1.15921161,-35.31472725,1.71050104,2.86971265,1.273,71.24095053,4.238,3.801895559,3.801895559,4.928665459,132.4081084,21.26754174,-3.17915595,-6.689681815,1.296370556,1.321607349,90.89123,0.476527998,15.810718,11.389266,-21.75544561,3.821368156,-114.4740309,2.91088,4.39849,1.96985,1.96985,3.36966,190.73639,35.55247,70.31453,67.82956,68.85523,7.309770574,18.44358139,2.523140939,28.12744093,14.22181162,-0.826473766,-4.911462776,16.92884826,1.49523,0.64236,0.60186,2.327713432,Bi,Sc,O,83,208.98,160,117,7.289,91,3,5,48,1.48,9.79,1.67,2.02,0.182377,21,44.956,160,88.5,6.54,18,3,3,97,1.7,2.99,1.2,1.36,0.1193833,0.801058032,147.095,(0.70 0.71 0.02),54.219,(0.00 0.00 1.00),2.713,21.268,(0.00 0.00 1.00),0.218,(-0.01 1.00 0.02),97.56,,,,,,,,,,,,,,,,,,,,
GdGaO3,P 4 m m,99,no,-37.33709678,-36.8898537,-0.44724308,-35.32619953,1.56365417,2.01089725,3.029,61.58144943,4.465,3.620483156,3.620483156,4.698041447,120.9677072,17.66140438,-1.295774266,-13.63000087,1.297628312,1.183052172,124.56859,0.514624218,27.349551,8.951495,-20.12966581,4.89298545,-105.7310268,3.14898,3.07621,1.895,1.895,2.4352,242.05738,27.60305,93.9295,125.90718,66.58808,5.989547176,9.953359256,1.661788273,36.22788061,10.64628258,-2.619994607,-1.801192708,100.456578,2.02749,0.69924,2.77292,2.899562382,Gd,Ga,O,64,157.25,180,107.8,6.14,13,3,10,158,1.96,7.9,1.11,1.2,0.1944,31,69.723,130,76,5.999,41,3,3,50,1.22,5.91,1.82,1.81,0.1723773,0.818423591,229.754,(0.70 0.71 0.02),80.792,(0.62 0.00 0.79),2.844,42.094,(-0.01 0.78 0.63),1.573,(1.00 0.00 0.02),26.76,,,,,,,,,,,,,,,,,,,,
TbGaO3,P 4 m m,99,no,-37.31827782,-36.77294542,-0.5453324,-35.1529514,1.61999402,2.16532642,2.98,61.36629398,4.508,3.609181846,3.609181846,4.710992013,123.7537457,15.55697723,-0.865755847,-17.96924304,1.30527976,1.201689126,132.85558,0.551877161,31.247388,8.782153,-21.48991969,4.62772239,-106.8915484,3.12591,3.06712,1.88419,1.88419,2.42464,240.73397,15.34305,93.47754,124.13023,65.637,5.954646148,9.154144924,1.537311319,65.1760895,10.69775692,-2.621408102,-1.646778748,222.2382263,1.95318,0.70523,3.40987,2.769564539,Tb,Ga,O,65,158.925,175,106.3,5.85,112,3.5,11,170,1.94,8.23,1.1,1.21,0.198863,31,69.723,130,76,5.999,41,3,3,50,1.22,5.91,1.82,1.81,0.1723773,0.813172798,229.645,(0.70 0.71 0.02),51.82,(-0.01 0.69 0.72),4.432,88.352,(-0.01 -0.80 0.61),3.511,(1.00 0.00 0.02),25.164,,,,,,,,,,,,,,,,,,,,
ScAlO3,P 4 m m,99,no,-41.88462854,-41.03462671,-0.85000183,-39.3470671,1.68755961,2.53756144,3.92,53.68142756,2.234,3.44824454,3.44824454,4.514690074,129.8089034,15.53841619,-1.169001734,-13.29203861,1.309272014,1.209635139,161.26371,0.548162251,10.23635,7.701695,-27.92775714,9.104646488,-110.9857927,2.637,3.04999,1.70975,1.70975,2.26749,294.18974,63.56025,128.04552,126.61819,78.90606,4.439019769,7.594616246,1.710876869,15.73310363,7.809722667,-1.528580339,-1.424073081,12.38289265,2.3213,0.73415,0.78706,3.161887898,Sc,Al,O,21,44.956,160,88.5,6.54,18,3,3,97,1.7,2.99,1.2,1.36,0.1193833,13,26.982,125,67.5,15.986,42,3,3,57.8,1.21,2.7,1.47,1.61,0.150078,0.783847052,293.32,(0.70 0.71 0.02),131.672,(0.00 0.00 1.00),2.228,15.538,(0.00 0.00 1.00),0.178,(1.00 0.00 0.02),87.292,,,,,,,,,,,,,,,,,,,,
DyGaO3,P 4 m m,99,no,-37.29080377,-36.64933351,-0.64147026,-34.98208939,1.66724412,2.30871438,2.924,61.14950481,4.583,3.598888883,3.598888883,4.721239898,126.2318297,13.58089664,-0.615930705,-22.0493905,1.311860424,1.218331519,141.86229,0.589478465,35.741356,8.633463,-22.71586613,4.399537356,-107.915501,3.10489,3.05782,1.87454,1.87454,2.41363,240.65729,0.9958,93.1024,121.78416,65.76803,5.864755946,8.475009166,1.445074483,1004.217714,10.74086167,-2.547574073,-1.537861238,4162.727446,1.8456,0.66995,4.1477,2.75483245,Dy,Ga,O,66,162.5,175,105.2,5.93,34,3,12,163,1.92,8.55,1.1,1.22,0.20333,31,69.723,130,76,5.999,41,3,3,50,1.22,5.91,1.82,1.81,0.1723773,0.809322217,217.694,(0.70 0.71 0.02),3.94,(-0.01 0.71 0.70),55.252,1605.552,(-0.01 0.81 0.58),13.581,(0.00 0.00 1.00),118.22,,,,,,,,,,,,,,,,,,,,
GaAlO3,P 4 m m,99,no,-32.87874337,-31.16468409,-1.71405928,-30.41162411,0.75305998,2.46711926,0.259,54.25276791,2.667,3.457954426,3.457954426,4.537152427,141.0992031,7.926472358,0.06510479,121.7494501,1.312091447,1.363225121,167.41156,0.660513166,12.599227,8.376917,-35.80609336,10.56557146,-115.8586812,2.29774,3.21217,1.71301,1.71301,2.0839,253.45681,20.19751,127.18563,131.94551,74.31786,5.680183317,7.207214878,1.268834908,49.51105359,7.862523463,-2.549503963,-1.389780908,46.14828568,1.33666,0.61417,0.93208,2.176368107,Ga,Al,O,31,69.723,130,76,5.999,41,3,3,50,1.22,5.91,1.82,1.81,0.1723773,13,26.982,125,67.5,15.986,42,3,3,57.8,1.21,2.7,1.47,1.61,0.150078,0.738168319,282.399,(0.70 0.71 0.02),67.016,(0.69 0.00 0.72),4.214,19.541,(0.78 0.00 0.63),0.733,(-0.01 1.00 0.02),26.659,,,,,,,,,,,,,,,,,,,,
SmScO3,P 4 m m,99,no,-44.33445977,-43.43647807,-0.8979817,-41.13481133,2.30166674,3.19964844,3.383,70.39484609,3.456,3.760996555,3.760996555,4.976625866,127.9263912,18.76959141,-2.730271584,-6.874624313,1.323220001,1.336706536,109.71909,0.526827289,11.424743,9.402186,-25.51418882,4.970828866,-107.3830313,3.16456,3.52873,1.82964,1.82964,3.03402,208.26387,39.11737,71.72765,61.15299,77.24735,6.511242153,15.28531147,2.347526188,25.56409084,13.94162502,-0.286351608,-4.382612894,20.02439331,1.63757,0.71432,0.7833,2.292487961,Sm,Sc,O,62,150.36,185,109.8,5.63,16,3,8,192,1.98,7.52,1.07,1.17,0.185468,21,44.956,160,88.5,6.54,18,3,3,97,1.7,2.99,1.2,1.36,0.1193833,0.777322979,153.558,(1.00 0.00 0.02),65.422,(0.00 0.00 1.00),2.347,18.77,(0.00 0.00 1.00),0.274,(-0.01 1.00 0.02),68.504,,,,,,,,,,,,,,,,,,,,
